student_id,registered_at,channel,ab_group,lessons_completed,completed_course
5308,2025-03-30 12:00:00,Контекстная реклама,test,8,True
5309,2025-03-03 10:00:00,Таргетированная реклама,test,2,False
5310,2025-03-27 14:00:00,Email-рассылка,test,2,False
5311,2025-03-30 16:00:00,Таргетированная реклама,test,0,False
5312,2025-03-19 22:00:00,Email-рассылка,control,4,False
5313,2025-03-28 19:00:00,Реферальная программа,control,8,True
5314,2025-03-01 20:00:00,Органический поиск,control,8,True
5315,2025-03-31 20:00:00,Таргетированная реклама,test,2,False
5316,2025-03-11 21:00:00,Email-рассылка,test,2,False
5317,2025-03-26 21:00:00,Контекстная реклама,control,8,True
5318,2025-03-09 10:00:00,Реферальная программа,control,8,True
5319,2025-03-06 12:00:00,Таргетированная реклама,test,2,False
5320,2025-03-21 11:00:00,Контекстная реклама,test,2,False
5321,2025-03-08 20:00:00,Органический поиск,control,2,False
5322,2025-03-22 15:00:00,Таргетированная реклама,test,0,False
5323,2025-03-31 22:00:00,Контекстная реклама,control,2,False
5324,2025-03-28 16:00:00,Реферальная программа,test,3,False
5325,2025-03-02 08:00:00,Органический поиск,control,8,True
5326,2025-03-21 11:00:00,Контекстная реклама,control,1,False
5327,2025-03-15 14:00:00,Органический поиск,test,1,False
5328,2025-03-06 10:00:00,Таргетированная реклама,test,5,False
5329,2025-03-31 16:00:00,Реферальная программа,test,2,False
5330,2025-03-29 08:00:00,Таргетированная реклама,control,2,False
5331,2025-03-15 11:00:00,Таргетированная реклама,control,8,True
5332,2025-03-08 08:00:00,Email-рассылка,test,1,False
5333,2025-03-02 09:00:00,Реферальная программа,test,1,False
5334,2025-03-29 18:00:00,Контекстная реклама,test,1,False
5335,2025-03-10 15:00:00,Контекстная реклама,control,1,False
5336,2025-03-29 22:00:00,Email-рассылка,test,8,True
5337,2025-03-19 09:00:00,Таргетированная реклама,test,8,True
5338,2025-03-03 10:00:00,Таргетированная реклама,test,8,True
5339,2025-03-30 08:00:00,Email-рассылка,test,3,False
5340,2025-03-04 10:00:00,Таргетированная реклама,test,4,False
5341,2025-03-06 12:00:00,Таргетированная реклама,control,2,False
5342,2025-03-08 14:00:00,Таргетированная реклама,control,0,False
5343,2025-03-21 11:00:00,Реферальная программа,control,2,False
5344,2025-03-20 10:00:00,Контекстная реклама,test,2,False
5345,2025-03-01 13:00:00,Контекстная реклама,test,5,False
5346,2025-03-30 08:00:00,Органический поиск,test,8,True
5347,2025-03-08 20:00:00,Таргетированная реклама,control,8,True
5348,2025-03-23 16:00:00,Органический поиск,test,0,False
5349,2025-03-15 15:00:00,Реферальная программа,control,2,False
5350,2025-03-29 14:00:00,Таргетированная реклама,control,2,False
5351,2025-03-11 16:00:00,Контекстная реклама,test,2,False
5352,2025-03-27 22:00:00,Реферальная программа,test,8,True
5353,2025-03-12 13:00:00,Органический поиск,control,8,True
5354,2025-03-13 16:00:00,Органический поиск,test,2,False
5355,2025-03-12 11:00:00,Email-рассылка,control,1,False
5356,2025-03-28 13:00:00,Реферальная программа,control,4,False
5357,2025-03-03 09:00:00,Реферальная программа,control,3,False
5358,2025-03-26 20:00:00,Таргетированная реклама,control,2,False
5359,2025-03-24 18:00:00,Таргетированная реклама,test,2,False
5360,2025-03-13 19:00:00,Таргетированная реклама,control,1,False
5361,2025-03-24 19:00:00,Таргетированная реклама,test,1,False
5362,2025-03-13 10:00:00,Email-рассылка,control,3,False
5363,2025-03-29 17:00:00,Email-рассылка,control,2,False
5364,2025-03-07 10:00:00,Контекстная реклама,control,5,False
5365,2025-03-22 17:00:00,Реферальная программа,control,1,False
5366,2025-03-26 10:00:00,Email-рассылка,test,2,False
5367,2025-03-23 10:00:00,Таргетированная реклама,test,3,False
5368,2025-03-26 09:00:00,Email-рассылка,test,0,False
5369,2025-03-20 16:00:00,Реферальная программа,test,8,True
5370,2025-03-03 09:00:00,Реферальная программа,control,8,True
5371,2025-03-04 13:00:00,Таргетированная реклама,control,2,False
5372,2025-03-28 14:00:00,Таргетированная реклама,test,3,False
5373,2025-03-08 22:00:00,Органический поиск,control,8,True
5374,2025-03-21 19:00:00,Контекстная реклама,control,2,False
5375,2025-03-15 16:00:00,Таргетированная реклама,test,6,False
5376,2025-03-07 18:00:00,Таргетированная реклама,test,6,False
5377,2025-03-21 08:00:00,Реферальная программа,control,4,False
5378,2025-03-17 13:00:00,Реферальная программа,test,8,True
5379,2025-03-11 12:00:00,Контекстная реклама,test,0,False
5380,2025-03-27 17:00:00,Email-рассылка,control,8,True
5381,2025-03-02 09:00:00,Контекстная реклама,control,0,False
5382,2025-03-22 22:00:00,Реферальная программа,test,0,False
5383,2025-03-22 12:00:00,Email-рассылка,control,2,False
5384,2025-03-21 21:00:00,Контекстная реклама,test,8,True
5385,2025-03-13 20:00:00,Органический поиск,control,2,False
5386,2025-03-28 14:00:00,Email-рассылка,test,8,True
5387,2025-03-14 08:00:00,Email-рассылка,control,1,False
5388,2025-03-31 09:00:00,Email-рассылка,control,2,False
5389,2025-03-12 13:00:00,Реферальная программа,test,8,True
5390,2025-03-11 19:00:00,Таргетированная реклама,test,4,False
5391,2025-03-06 15:00:00,Таргетированная реклама,control,1,False
5392,2025-03-09 22:00:00,Email-рассылка,test,5,False
5393,2025-03-17 21:00:00,Органический поиск,test,8,True
5394,2025-03-31 12:00:00,Таргетированная реклама,control,2,False
5395,2025-03-15 22:00:00,Контекстная реклама,test,8,True
5396,2025-03-18 15:00:00,Таргетированная реклама,control,8,True
5397,2025-03-25 09:00:00,Реферальная программа,test,2,False
5398,2025-03-26 08:00:00,Органический поиск,control,5,False
5399,2025-03-30 13:00:00,Таргетированная реклама,test,1,False
5400,2025-03-19 14:00:00,Email-рассылка,control,2,False
5401,2025-03-08 10:00:00,Органический поиск,control,8,True
5402,2025-03-19 21:00:00,Контекстная реклама,test,8,True
5403,2025-03-17 12:00:00,Таргетированная реклама,control,1,False
5404,2025-03-15 19:00:00,Органический поиск,control,1,False
5405,2025-03-18 11:00:00,Реферальная программа,test,8,True
5406,2025-03-05 14:00:00,Реферальная программа,test,8,True
5407,2025-03-03 13:00:00,Реферальная программа,test,8,True
5408,2025-03-16 19:00:00,Реферальная программа,test,8,True
5409,2025-03-03 13:00:00,Email-рассылка,test,8,True
5410,2025-03-17 11:00:00,Реферальная программа,test,3,False
5411,2025-03-21 20:00:00,Реферальная программа,test,2,False
5412,2025-03-16 17:00:00,Таргетированная реклама,test,6,False
5413,2025-03-21 10:00:00,Органический поиск,test,8,True
5414,2025-03-18 11:00:00,Органический поиск,test,0,False
5415,2025-03-27 09:00:00,Реферальная программа,test,8,True
5416,2025-03-25 20:00:00,Email-рассылка,control,1,False
5417,2025-03-27 14:00:00,Контекстная реклама,test,6,False
5418,2025-03-23 20:00:00,Таргетированная реклама,control,5,False
5419,2025-03-24 16:00:00,Таргетированная реклама,control,2,False
5420,2025-03-31 19:00:00,Таргетированная реклама,control,0,False
5421,2025-03-25 19:00:00,Реферальная программа,test,2,False
5422,2025-03-25 14:00:00,Реферальная программа,test,2,False
5423,2025-03-02 11:00:00,Email-рассылка,test,4,False
5424,2025-03-10 13:00:00,Контекстная реклама,test,0,False
5425,2025-03-30 15:00:00,Таргетированная реклама,test,2,False
5426,2025-03-13 22:00:00,Таргетированная реклама,control,8,True
5427,2025-03-26 12:00:00,Таргетированная реклама,test,2,False
5428,2025-03-25 19:00:00,Таргетированная реклама,test,0,False
5429,2025-03-24 11:00:00,Контекстная реклама,test,1,False
5430,2025-03-25 17:00:00,Реферальная программа,control,1,False
5431,2025-03-08 19:00:00,Таргетированная реклама,control,2,False
5432,2025-03-05 08:00:00,Реферальная программа,control,0,False
5433,2025-03-11 18:00:00,Контекстная реклама,control,8,True
5434,2025-03-30 21:00:00,Таргетированная реклама,test,0,False
5435,2025-03-31 21:00:00,Email-рассылка,control,8,True
5436,2025-03-11 21:00:00,Контекстная реклама,test,2,False
5437,2025-03-04 13:00:00,Таргетированная реклама,control,2,False
5438,2025-03-14 10:00:00,Органический поиск,test,2,False
5439,2025-03-03 13:00:00,Таргетированная реклама,test,0,False
5440,2025-03-31 21:00:00,Таргетированная реклама,control,2,False
5441,2025-03-02 18:00:00,Контекстная реклама,test,5,False
5442,2025-03-28 15:00:00,Таргетированная реклама,control,1,False
5443,2025-03-30 08:00:00,Таргетированная реклама,test,2,False
5444,2025-03-25 09:00:00,Таргетированная реклама,test,8,True
5445,2025-03-29 16:00:00,Органический поиск,test,8,True
5446,2025-03-23 21:00:00,Органический поиск,test,8,True
5447,2025-03-01 17:00:00,Реферальная программа,test,2,False
5448,2025-03-27 13:00:00,Таргетированная реклама,test,6,False
5449,2025-03-10 08:00:00,Таргетированная реклама,test,8,True
5450,2025-03-04 11:00:00,Email-рассылка,test,8,True
5451,2025-03-24 17:00:00,Таргетированная реклама,control,1,False
5452,2025-03-01 12:00:00,Органический поиск,test,8,True
5453,2025-03-28 16:00:00,Таргетированная реклама,control,3,False
5454,2025-03-22 08:00:00,Email-рассылка,control,3,False
5455,2025-03-10 16:00:00,Email-рассылка,control,1,False
5456,2025-03-20 14:00:00,Реферальная программа,control,2,False
5457,2025-03-23 08:00:00,Реферальная программа,control,8,True
5458,2025-03-05 20:00:00,Таргетированная реклама,control,1,False
5459,2025-03-03 19:00:00,Органический поиск,test,8,True
5460,2025-03-06 09:00:00,Реферальная программа,control,8,True
5461,2025-03-14 17:00:00,Реферальная программа,control,8,True
5462,2025-03-08 20:00:00,Таргетированная реклама,control,1,False
5463,2025-03-20 15:00:00,Таргетированная реклама,control,0,False
5464,2025-03-27 19:00:00,Органический поиск,control,8,True
5465,2025-03-17 09:00:00,Email-рассылка,test,8,True
5466,2025-03-02 08:00:00,Органический поиск,test,8,True
5467,2025-03-14 11:00:00,Таргетированная реклама,control,0,False
5468,2025-03-10 19:00:00,Таргетированная реклама,test,8,True
5469,2025-03-26 12:00:00,Реферальная программа,control,6,False
5470,2025-03-20 20:00:00,Реферальная программа,test,1,False
5471,2025-03-18 09:00:00,Органический поиск,test,4,False
5472,2025-03-08 15:00:00,Таргетированная реклама,control,2,False
5473,2025-03-12 14:00:00,Органический поиск,test,7,False
5474,2025-03-23 20:00:00,Органический поиск,control,2,False
5475,2025-03-13 18:00:00,Контекстная реклама,test,8,True
5476,2025-03-19 19:00:00,Таргетированная реклама,test,4,False
5477,2025-03-17 17:00:00,Реферальная программа,control,8,True
5478,2025-03-23 10:00:00,Органический поиск,control,0,False
5479,2025-03-04 19:00:00,Контекстная реклама,test,8,True
5480,2025-03-15 18:00:00,Таргетированная реклама,control,2,False
5481,2025-03-18 18:00:00,Контекстная реклама,test,4,False
5482,2025-03-05 14:00:00,Органический поиск,test,7,False
5483,2025-03-05 14:00:00,Таргетированная реклама,control,1,False
5484,2025-03-07 10:00:00,Таргетированная реклама,test,0,False
5485,2025-03-10 20:00:00,Реферальная программа,control,8,True
5486,2025-03-29 14:00:00,Email-рассылка,control,8,True
5487,2025-03-28 22:00:00,Реферальная программа,test,1,False
5488,2025-03-24 12:00:00,Контекстная реклама,test,2,False
5489,2025-03-16 15:00:00,Email-рассылка,control,2,False
5490,2025-03-27 13:00:00,Контекстная реклама,test,2,False
5491,2025-03-26 17:00:00,Таргетированная реклама,test,1,False
5492,2025-03-31 22:00:00,Органический поиск,control,1,False
5493,2025-03-20 11:00:00,Таргетированная реклама,test,4,False
5494,2025-03-28 13:00:00,Реферальная программа,test,2,False
5495,2025-03-16 12:00:00,Реферальная программа,test,8,True
5496,2025-03-05 09:00:00,Таргетированная реклама,test,8,True
5497,2025-03-04 08:00:00,Реферальная программа,test,4,False
5498,2025-03-28 22:00:00,Контекстная реклама,test,2,False
5499,2025-03-23 12:00:00,Таргетированная реклама,test,1,False
5500,2025-03-21 18:00:00,Email-рассылка,control,2,False
5501,2025-03-28 19:00:00,Реферальная программа,test,8,True
5502,2025-03-07 17:00:00,Реферальная программа,test,8,True
5503,2025-03-25 11:00:00,Реферальная программа,test,8,True
5504,2025-03-18 18:00:00,Органический поиск,test,2,False
5505,2025-03-07 21:00:00,Контекстная реклама,test,1,False
5506,2025-03-12 14:00:00,Email-рассылка,control,8,True
5507,2025-03-20 21:00:00,Реферальная программа,test,1,False
5508,2025-03-08 20:00:00,Органический поиск,control,8,True
5509,2025-03-09 19:00:00,Таргетированная реклама,control,8,True
5510,2025-03-27 18:00:00,Таргетированная реклама,test,8,True
5511,2025-03-12 22:00:00,Email-рассылка,control,2,False
5512,2025-03-29 15:00:00,Реферальная программа,control,2,False
5513,2025-03-10 21:00:00,Реферальная программа,control,2,False
5514,2025-03-02 09:00:00,Органический поиск,control,2,False
5515,2025-03-20 18:00:00,Email-рассылка,control,8,True
5516,2025-03-24 09:00:00,Email-рассылка,control,1,False
5517,2025-03-11 13:00:00,Реферальная программа,control,1,False
5518,2025-03-05 16:00:00,Контекстная реклама,test,3,False
5519,2025-03-29 18:00:00,Таргетированная реклама,control,2,False
5520,2025-03-17 18:00:00,Контекстная реклама,control,8,True
5521,2025-03-31 10:00:00,Таргетированная реклама,control,2,False
5522,2025-03-29 09:00:00,Органический поиск,control,6,False
5523,2025-03-30 10:00:00,Контекстная реклама,test,1,False
5524,2025-03-28 17:00:00,Таргетированная реклама,test,0,False
5525,2025-03-31 10:00:00,Реферальная программа,control,8,True
5526,2025-03-22 21:00:00,Таргетированная реклама,test,2,False
5527,2025-03-21 18:00:00,Реферальная программа,test,8,True
5528,2025-03-05 12:00:00,Реферальная программа,control,1,False
5529,2025-03-22 17:00:00,Email-рассылка,control,1,False
5530,2025-03-03 09:00:00,Контекстная реклама,test,1,False
5531,2025-03-02 17:00:00,Email-рассылка,test,1,False
5532,2025-03-21 10:00:00,Таргетированная реклама,control,2,False
5533,2025-03-10 17:00:00,Органический поиск,control,8,True
5534,2025-03-28 12:00:00,Органический поиск,test,1,False
5535,2025-03-07 16:00:00,Органический поиск,control,1,False
5536,2025-03-09 18:00:00,Реферальная программа,control,8,True
5537,2025-03-09 11:00:00,Контекстная реклама,test,6,False
5538,2025-03-30 08:00:00,Таргетированная реклама,test,2,False
5539,2025-03-14 10:00:00,Контекстная реклама,test,2,False
5540,2025-03-03 20:00:00,Email-рассылка,control,5,False
5541,2025-03-08 22:00:00,Таргетированная реклама,control,0,False
5542,2025-03-20 16:00:00,Органический поиск,control,8,True
5543,2025-03-13 09:00:00,Таргетированная реклама,test,0,False
5544,2025-03-25 16:00:00,Email-рассылка,control,2,False
5545,2025-03-26 13:00:00,Реферальная программа,test,8,True
5546,2025-03-16 10:00:00,Таргетированная реклама,test,0,False
5547,2025-03-13 19:00:00,Таргетированная реклама,control,2,False
5548,2025-03-04 20:00:00,Контекстная реклама,control,6,False
5549,2025-03-27 16:00:00,Реферальная программа,control,8,True
5550,2025-03-30 16:00:00,Таргетированная реклама,test,1,False
5551,2025-03-04 22:00:00,Органический поиск,control,8,True
5552,2025-03-24 08:00:00,Органический поиск,control,0,False
5553,2025-03-14 20:00:00,Таргетированная реклама,control,2,False
5554,2025-03-28 21:00:00,Таргетированная реклама,control,8,True
5555,2025-03-31 20:00:00,Таргетированная реклама,test,2,False
5556,2025-03-21 16:00:00,Органический поиск,test,1,False
5557,2025-03-03 21:00:00,Таргетированная реклама,control,8,True
5558,2025-03-18 15:00:00,Таргетированная реклама,test,8,True
5559,2025-03-18 13:00:00,Органический поиск,control,2,False
5560,2025-03-02 15:00:00,Таргетированная реклама,test,2,False
5561,2025-03-03 08:00:00,Органический поиск,test,8,True
5562,2025-03-03 08:00:00,Таргетированная реклама,test,6,False
5563,2025-03-11 15:00:00,Email-рассылка,test,2,False
5564,2025-03-25 16:00:00,Органический поиск,test,1,False
5565,2025-03-28 09:00:00,Email-рассылка,test,2,False
5566,2025-03-19 19:00:00,Реферальная программа,test,2,False
5567,2025-03-30 10:00:00,Таргетированная реклама,control,4,False
5568,2025-03-29 11:00:00,Реферальная программа,control,2,False
5569,2025-03-04 15:00:00,Органический поиск,control,2,False
5570,2025-03-04 19:00:00,Контекстная реклама,test,0,False
5571,2025-03-10 15:00:00,Контекстная реклама,control,8,True
5572,2025-03-28 21:00:00,Таргетированная реклама,control,2,False
5573,2025-03-26 19:00:00,Контекстная реклама,control,2,False
5574,2025-03-13 16:00:00,Таргетированная реклама,control,2,False
5575,2025-03-16 21:00:00,Email-рассылка,control,2,False
5576,2025-03-02 13:00:00,Реферальная программа,control,2,False
5577,2025-03-23 16:00:00,Таргетированная реклама,control,0,False
5578,2025-03-21 17:00:00,Органический поиск,test,8,True
5579,2025-03-23 09:00:00,Таргетированная реклама,test,1,False
5580,2025-03-22 11:00:00,Email-рассылка,test,8,True
5581,2025-03-01 22:00:00,Реферальная программа,test,3,False
5582,2025-03-24 12:00:00,Контекстная реклама,control,1,False
5583,2025-03-08 21:00:00,Органический поиск,control,1,False
5584,2025-03-18 08:00:00,Органический поиск,test,2,False
5585,2025-03-05 11:00:00,Email-рассылка,test,8,True
5586,2025-03-31 11:00:00,Таргетированная реклама,test,2,False
5587,2025-03-16 08:00:00,Контекстная реклама,control,1,False
5588,2025-03-16 18:00:00,Таргетированная реклама,test,2,False
5589,2025-03-20 11:00:00,Email-рассылка,control,8,True
5590,2025-03-25 16:00:00,Email-рассылка,test,6,False
5591,2025-03-29 09:00:00,Контекстная реклама,control,1,False
5592,2025-03-02 16:00:00,Таргетированная реклама,control,2,False
5593,2025-03-08 15:00:00,Email-рассылка,control,2,False
5594,2025-03-09 15:00:00,Таргетированная реклама,test,1,False
5595,2025-03-16 19:00:00,Реферальная программа,control,8,True
5596,2025-03-25 13:00:00,Контекстная реклама,control,0,False
5597,2025-03-29 18:00:00,Таргетированная реклама,test,8,True
5598,2025-03-28 20:00:00,Органический поиск,test,7,False
5599,2025-03-05 11:00:00,Реферальная программа,control,8,True
5600,2025-03-24 12:00:00,Контекстная реклама,control,4,False
5601,2025-03-16 17:00:00,Органический поиск,test,2,False
5602,2025-03-10 10:00:00,Таргетированная реклама,control,3,False
5603,2025-03-02 08:00:00,Контекстная реклама,control,1,False
5604,2025-03-24 17:00:00,Контекстная реклама,test,0,False
5605,2025-03-08 18:00:00,Реферальная программа,control,8,True
5606,2025-03-03 09:00:00,Контекстная реклама,test,0,False
5607,2025-03-27 16:00:00,Реферальная программа,control,8,True
5608,2025-03-15 15:00:00,Контекстная реклама,test,1,False
5609,2025-03-26 15:00:00,Email-рассылка,test,8,True
5610,2025-03-02 22:00:00,Реферальная программа,test,2,False
5611,2025-03-25 08:00:00,Таргетированная реклама,test,1,False
5612,2025-03-07 10:00:00,Таргетированная реклама,control,4,False
5613,2025-03-22 09:00:00,Email-рассылка,test,8,True
5614,2025-03-23 17:00:00,Email-рассылка,control,3,False
5615,2025-03-30 20:00:00,Email-рассылка,test,2,False
5616,2025-03-17 16:00:00,Реферальная программа,control,1,False
5617,2025-03-03 08:00:00,Органический поиск,test,2,False
5618,2025-03-15 15:00:00,Органический поиск,control,8,True
5619,2025-03-30 09:00:00,Таргетированная реклама,control,0,False
5620,2025-03-01 09:00:00,Email-рассылка,test,1,False
5621,2025-03-26 12:00:00,Органический поиск,control,5,False
5622,2025-03-20 20:00:00,Таргетированная реклама,test,2,False
5623,2025-03-05 18:00:00,Реферальная программа,control,8,True
5624,2025-03-28 22:00:00,Контекстная реклама,test,2,False
5625,2025-03-11 15:00:00,Контекстная реклама,test,7,False
5626,2025-03-26 10:00:00,Таргетированная реклама,control,3,False
5627,2025-03-05 13:00:00,Органический поиск,test,2,False
5628,2025-03-11 09:00:00,Органический поиск,test,0,False
5629,2025-03-09 14:00:00,Контекстная реклама,control,1,False
5630,2025-03-25 17:00:00,Контекстная реклама,control,8,True
5631,2025-03-10 17:00:00,Контекстная реклама,test,8,True
5632,2025-03-23 22:00:00,Контекстная реклама,test,5,False
5633,2025-03-17 13:00:00,Реферальная программа,test,2,False
5634,2025-03-10 09:00:00,Email-рассылка,test,1,False
5635,2025-03-14 20:00:00,Реферальная программа,test,2,False
5636,2025-03-30 10:00:00,Реферальная программа,test,8,True
5637,2025-03-15 12:00:00,Таргетированная реклама,test,8,True
5638,2025-03-03 10:00:00,Email-рассылка,control,1,False
5639,2025-03-03 18:00:00,Органический поиск,test,1,False
5640,2025-03-15 21:00:00,Таргетированная реклама,control,6,False
5641,2025-03-01 11:00:00,Контекстная реклама,test,8,True
5642,2025-03-24 16:00:00,Органический поиск,control,8,True
5643,2025-03-13 08:00:00,Органический поиск,test,5,False
5644,2025-03-21 18:00:00,Контекстная реклама,control,5,False
5645,2025-03-08 10:00:00,Реферальная программа,test,8,True
5646,2025-03-18 12:00:00,Таргетированная реклама,test,8,True
5647,2025-03-31 16:00:00,Таргетированная реклама,control,6,False
5648,2025-03-14 14:00:00,Органический поиск,test,2,False
5649,2025-03-01 19:00:00,Реферальная программа,control,6,False
5650,2025-03-28 08:00:00,Таргетированная реклама,test,0,False
5651,2025-03-17 11:00:00,Контекстная реклама,test,0,False
5652,2025-03-31 10:00:00,Таргетированная реклама,test,1,False
5653,2025-03-04 13:00:00,Реферальная программа,control,1,False
5654,2025-03-26 20:00:00,Таргетированная реклама,test,8,True
5655,2025-03-26 22:00:00,Реферальная программа,test,1,False
5656,2025-03-20 22:00:00,Контекстная реклама,test,1,False
5657,2025-03-29 10:00:00,Таргетированная реклама,control,0,False
5658,2025-03-28 11:00:00,Органический поиск,test,2,False
5659,2025-03-28 12:00:00,Таргетированная реклама,test,1,False
5660,2025-03-31 16:00:00,Email-рассылка,control,2,False
5661,2025-03-15 20:00:00,Органический поиск,test,2,False
5662,2025-03-11 15:00:00,Таргетированная реклама,control,8,True
5663,2025-03-23 08:00:00,Контекстная реклама,test,2,False
5664,2025-03-29 18:00:00,Email-рассылка,test,3,False
5665,2025-03-09 17:00:00,Реферальная программа,control,8,True
5666,2025-03-09 13:00:00,Таргетированная реклама,test,1,False
5667,2025-03-08 16:00:00,Таргетированная реклама,test,6,False
5668,2025-03-15 11:00:00,Реферальная программа,control,0,False
5669,2025-03-06 12:00:00,Email-рассылка,control,8,True
5670,2025-03-14 16:00:00,Email-рассылка,test,1,False
5671,2025-03-19 13:00:00,Контекстная реклама,control,2,False
5672,2025-03-11 13:00:00,Органический поиск,test,8,True
5673,2025-03-26 10:00:00,Email-рассылка,control,2,False
5674,2025-03-06 21:00:00,Контекстная реклама,test,8,True
5675,2025-03-11 15:00:00,Таргетированная реклама,test,5,False
5676,2025-03-21 20:00:00,Контекстная реклама,control,0,False
5677,2025-03-02 16:00:00,Органический поиск,control,7,False
5678,2025-03-11 09:00:00,Таргетированная реклама,test,1,False
5679,2025-03-21 08:00:00,Реферальная программа,test,8,True
5680,2025-03-20 10:00:00,Реферальная программа,test,8,True
5681,2025-03-23 13:00:00,Email-рассылка,test,8,True
5682,2025-03-24 10:00:00,Email-рассылка,test,0,False
5683,2025-03-27 13:00:00,Таргетированная реклама,test,2,False
5684,2025-03-15 21:00:00,Реферальная программа,test,8,True
5685,2025-03-18 08:00:00,Email-рассылка,test,8,True
5686,2025-03-23 09:00:00,Таргетированная реклама,test,0,False
5687,2025-03-28 18:00:00,Органический поиск,control,7,False
5688,2025-03-10 18:00:00,Таргетированная реклама,test,5,False
5689,2025-03-12 11:00:00,Таргетированная реклама,control,8,True
5690,2025-03-10 09:00:00,Таргетированная реклама,control,0,False
5691,2025-03-06 13:00:00,Контекстная реклама,control,0,False
5692,2025-03-08 18:00:00,Таргетированная реклама,test,6,False
5693,2025-03-10 12:00:00,Органический поиск,test,1,False
5694,2025-03-14 15:00:00,Таргетированная реклама,control,2,False
5695,2025-03-04 14:00:00,Таргетированная реклама,control,8,True
5696,2025-03-07 21:00:00,Реферальная программа,test,2,False
5697,2025-03-31 17:00:00,Органический поиск,control,1,False
5698,2025-03-05 13:00:00,Органический поиск,test,2,False
5699,2025-03-05 13:00:00,Контекстная реклама,control,8,True
5700,2025-03-17 09:00:00,Таргетированная реклама,control,2,False
5701,2025-03-29 19:00:00,Таргетированная реклама,control,2,False
5702,2025-03-09 10:00:00,Реферальная программа,test,4,False
5703,2025-03-14 09:00:00,Таргетированная реклама,control,0,False
5704,2025-03-27 12:00:00,Реферальная программа,test,2,False
5705,2025-03-27 17:00:00,Таргетированная реклама,test,2,False
5706,2025-03-19 15:00:00,Контекстная реклама,test,2,False
5707,2025-03-20 08:00:00,Органический поиск,control,5,False
5708,2025-03-05 16:00:00,Email-рассылка,test,0,False
5709,2025-03-11 19:00:00,Таргетированная реклама,test,4,False
5710,2025-03-03 18:00:00,Таргетированная реклама,control,2,False
5711,2025-03-10 11:00:00,Таргетированная реклама,test,2,False
5712,2025-03-07 09:00:00,Email-рассылка,control,0,False
5713,2025-03-04 13:00:00,Таргетированная реклама,control,1,False
5714,2025-03-25 11:00:00,Таргетированная реклама,test,1,False
5715,2025-03-26 22:00:00,Email-рассылка,control,2,False
5716,2025-03-19 18:00:00,Email-рассылка,test,2,False
5717,2025-03-06 12:00:00,Email-рассылка,control,2,False
5718,2025-03-16 20:00:00,Реферальная программа,test,0,False
5719,2025-03-30 17:00:00,Email-рассылка,control,8,True
5720,2025-03-29 08:00:00,Органический поиск,test,1,False
5721,2025-03-01 11:00:00,Реферальная программа,control,8,True
5722,2025-03-11 11:00:00,Реферальная программа,test,2,False
5723,2025-03-05 21:00:00,Email-рассылка,control,8,True
5724,2025-03-27 17:00:00,Таргетированная реклама,test,0,False
5725,2025-03-13 10:00:00,Контекстная реклама,test,8,True
5726,2025-03-27 20:00:00,Контекстная реклама,test,5,False
5727,2025-03-13 13:00:00,Реферальная программа,control,8,True
5728,2025-03-07 22:00:00,Таргетированная реклама,control,2,False
5729,2025-03-09 16:00:00,Реферальная программа,test,6,False
5730,2025-03-05 08:00:00,Таргетированная реклама,test,0,False
5731,2025-03-31 14:00:00,Таргетированная реклама,control,1,False
5732,2025-03-15 18:00:00,Контекстная реклама,control,2,False
5733,2025-03-12 14:00:00,Органический поиск,test,8,True
5734,2025-03-04 17:00:00,Таргетированная реклама,test,0,False
5735,2025-03-03 09:00:00,Email-рассылка,control,2,False
5736,2025-03-23 08:00:00,Контекстная реклама,control,1,False
5737,2025-03-19 09:00:00,Органический поиск,control,1,False
5738,2025-03-01 17:00:00,Email-рассылка,test,7,False
5739,2025-03-14 11:00:00,Органический поиск,control,2,False
5740,2025-03-26 20:00:00,Органический поиск,control,8,True
5741,2025-03-10 19:00:00,Контекстная реклама,test,2,False
5742,2025-03-31 09:00:00,Email-рассылка,control,3,False
5743,2025-03-09 08:00:00,Органический поиск,test,1,False
5744,2025-03-07 18:00:00,Реферальная программа,control,8,True
5745,2025-03-20 18:00:00,Органический поиск,control,8,True
5746,2025-03-07 21:00:00,Контекстная реклама,test,2,False
5747,2025-03-22 13:00:00,Реферальная программа,control,1,False
5748,2025-03-26 08:00:00,Email-рассылка,control,8,True
5749,2025-03-05 19:00:00,Контекстная реклама,test,8,True
5750,2025-03-25 16:00:00,Email-рассылка,test,2,False
5751,2025-03-22 22:00:00,Реферальная программа,test,3,False
5752,2025-03-13 12:00:00,Таргетированная реклама,control,8,True
5753,2025-03-15 08:00:00,Контекстная реклама,test,2,False
5754,2025-03-02 08:00:00,Таргетированная реклама,test,2,False
5755,2025-03-08 21:00:00,Таргетированная реклама,control,1,False
5756,2025-03-09 13:00:00,Таргетированная реклама,control,2,False
5757,2025-03-12 09:00:00,Реферальная программа,control,8,True
5758,2025-03-12 08:00:00,Контекстная реклама,control,2,False
5759,2025-03-23 17:00:00,Таргетированная реклама,test,1,False
5760,2025-03-02 13:00:00,Органический поиск,test,1,False
5761,2025-03-20 19:00:00,Таргетированная реклама,control,0,False
5762,2025-03-31 17:00:00,Органический поиск,control,2,False
5763,2025-03-31 11:00:00,Email-рассылка,test,8,True
