merchant_id,industry,tx_count_90d,avg_check_rub,gmv_90d_rub
6387,Одежда и обувь,688,2920,2008960
6388,Продукты питания,259,1445,374255
6390,Одежда и обувь,287,4306,1235822
6392,Товары для дома,233,5813,1354429
6394,Услуги и подписки,146,1377,201042
6396,Красота и здоровье,160,2492,398720
6399,Одежда и обувь,217,3377,732809
6402,Услуги и подписки,222,1342,297924
6403,Одежда и обувь,723,3152,2278896
6404,Одежда и обувь,850,3342,2840700
6410,Электроника,534,10583,5651322
6413,Товары для дома,200,6264,1252800
6414,Одежда и обувь,837,2702,2261574
6415,Электроника,199,9536,1897664
6416,Товары для дома,272,5419,1473968
6424,Одежда и обувь,663,3229,2140827
6428,Продукты питания,637,1992,1268904
6429,Электроника,234,12767,2987478
6435,Красота и здоровье,257,2474,635818
6436,Электроника,248,12617,3129016
6441,Услуги и подписки,205,1569,321645
6444,Одежда и обувь,746,3856,2876576
6445,Продукты питания,437,1723,752951
6446,Одежда и обувь,193,3584,691712
6450,Одежда и обувь,500,3202,1601000
6451,Продукты питания,684,1812,1239408
6452,Красота и здоровье,298,2319,691062
6453,Одежда и обувь,612,3272,2002464
6456,Электроника,138,10883,1501854
6457,Продукты питания,353,1636,577508
6459,Красота и здоровье,539,2309,1244551
6460,Электроника,142,9295,1319890
6461,Продукты питания,218,1679,366022
6465,Услуги и подписки,87,1406,122322
6466,Электроника,118,13316,1571288
6467,Одежда и обувь,295,2821,832195
6468,Одежда и обувь,238,3373,802774
6469,Одежда и обувь,299,3541,1058759
6475,Продукты питания,238,1831,435778
6476,Хобби и DIY,89,2750,244750
6477,Продукты питания,877,1941,1702257
6480,Услуги и подписки,117,1428,167076
6488,Продукты питания,563,1739,979057
6492,Услуги и подписки,389,1523,592447
6493,Услуги и подписки,407,1297,527879
6494,Электроника,175,9279,1623825
6496,Услуги и подписки,582,1361,792102
6497,Услуги и подписки,290,1389,402810
6498,Одежда и обувь,481,3441,1655121
6499,Одежда и обувь,1026,3423,3511998
6500,Электроника,164,11733,1924212
6503,Товары для дома,104,4920,511680
6504,Одежда и обувь,711,3747,2664117
6506,Услуги и подписки,527,1458,768366
6507,Электроника,211,11294,2383034
6509,Электроника,147,12098,1778406
6511,Красота и здоровье,369,2806,1035414
6512,Одежда и обувь,786,2791,2193726
6515,Электроника,102,13731,1400562
6516,Красота и здоровье,104,2410,250640
6517,Одежда и обувь,501,3821,1914321
6520,Продукты питания,725,1949,1413025
6522,Услуги и подписки,155,1597,247535
6526,Электроника,89,14102,1255078
6539,Одежда и обувь,604,3818,2306072
6541,Услуги и подписки,255,1640,418200
6543,Услуги и подписки,198,1319,261162
6546,Услуги и подписки,550,1622,892100
6550,Красота и здоровье,221,2159,477139
6555,Товары для дома,305,4164,1270020
6557,Услуги и подписки,460,1473,677580
6565,Услуги и подписки,259,1712,443408
6566,Одежда и обувь,858,3329,2856282
6568,Хобби и DIY,231,2421,559251
6569,Красота и здоровье,354,2773,981642
6571,Красота и здоровье,260,2435,633100
6573,Услуги и подписки,637,1571,1000727
6575,Одежда и обувь,889,3428,3047492
6576,Красота и здоровье,480,2282,1095360
6580,Товары для дома,258,5533,1427514
6581,Красота и здоровье,238,2068,492184
6582,Товары для дома,86,4339,373154
6583,Красота и здоровье,427,2782,1187914
6585,Товары для дома,208,6554,1363232
6593,Одежда и обувь,610,2656,1620160
6597,Электроника,699,12522,8752878
6598,Товары для дома,497,3482,1730554
6599,Одежда и обувь,691,3318,2292738
6600,Продукты питания,388,1739,674732
6601,Красота и здоровье,492,2595,1276740
6604,Товары для дома,411,5699,2342289
6606,Одежда и обувь,436,3731,1626716
6607,Товары для дома,216,4662,1006992
6608,Электроника,205,13808,2830640
6611,Электроника,119,12844,1528436
6612,Товары для дома,171,4263,728973
6614,Одежда и обувь,290,3360,974400
6628,Красота и здоровье,834,2734,2280156
6635,Одежда и обувь,257,4899,1259043
6636,Электроника,87,14768,1284816
6639,Продукты питания,117,2056,240552
6640,Красота и здоровье,450,2033,914850
6641,Красота и здоровье,190,2651,503690
6642,Красота и здоровье,485,3039,1473915
6647,Красота и здоровье,312,2765,862680
6648,Хобби и DIY,322,3067,987574
6650,Красота и здоровье,200,2755,551000
6651,Электроника,186,14359,2670774
6653,Хобби и DIY,295,2140,631300
6661,Товары для дома,488,5863,2861144
6662,Продукты питания,745,2083,1551835
6663,Электроника,244,14603,3563132
6668,Одежда и обувь,532,3453,1836996
6669,Продукты питания,565,2022,1142430
6671,Красота и здоровье,156,2828,441168
6675,Одежда и обувь,439,3328,1460992
6676,Товары для дома,543,4431,2406033
6681,Одежда и обувь,897,2945,2641665
6683,Электроника,92,12599,1159108
6684,Одежда и обувь,655,3045,1994475
6686,Одежда и обувь,329,3104,1021216
6695,Одежда и обувь,462,4000,1848000
6697,Одежда и обувь,1220,4062,4955640
6702,Продукты питания,151,1819,274669
6703,Хобби и DIY,79,3121,246559
6705,Одежда и обувь,587,3323,1950601
6706,Товары для дома,324,4678,1515672
6709,Товары для дома,212,5117,1084804
6710,Продукты питания,775,1730,1340750
6722,Красота и здоровье,282,2495,703590
6723,Электроника,209,14860,3105740
6733,Электроника,186,13309,2475474
6734,Продукты питания,356,1987,707372
6736,Продукты питания,618,1848,1142064
6737,Товары для дома,160,4713,754080
6738,Услуги и подписки,591,1521,898911
6740,Красота и здоровье,544,2842,1546048
6744,Товары для дома,429,5101,2188329
6747,Товары для дома,877,5257,4610389
6750,Хобби и DIY,202,2116,427432
6755,Товары для дома,268,4309,1154812
6758,Одежда и обувь,699,3150,2201850
6759,Услуги и подписки,231,1578,364518
6761,Одежда и обувь,515,3549,1827735
6763,Продукты питания,260,2048,532480
6765,Одежда и обувь,1140,3259,3715260
6766,Одежда и обувь,311,3444,1071084
6769,Красота и здоровье,204,3153,643212
6772,Одежда и обувь,481,3413,1641653
6773,Электроника,98,9944,974512
6775,Одежда и обувь,378,3598,1360044
6776,Одежда и обувь,444,3883,1724052
6779,Одежда и обувь,836,3866,3231976
6780,Товары для дома,113,4707,531891
6781,Товары для дома,188,4747,892436
6784,Продукты питания,484,2072,1002848
6785,Услуги и подписки,382,1526,582932
6787,Услуги и подписки,1208,1599,1931592
6788,Одежда и обувь,1207,3166,3821362
6789,Хобби и DIY,397,2818,1118746
6791,Одежда и обувь,232,3180,737760
6792,Одежда и обувь,649,3313,2150137
6793,Хобби и DIY,226,2349,530874
6795,Продукты питания,209,1715,358435
6796,Электроника,158,10597,1674326
6797,Продукты питания,641,1542,988422
6798,Одежда и обувь,871,3016,2626936
6802,Одежда и обувь,1089,3572,3889908
6805,Одежда и обувь,581,3496,2031176
6806,Хобби и DIY,119,2970,353430
6808,Одежда и обувь,754,3212,2421848
6815,Товары для дома,280,4010,1122800
6816,Электроника,233,13338,3107754
6818,Услуги и подписки,104,1496,155584
6819,Электроника,181,12586,2278066
6820,Продукты питания,519,1651,856869
6822,Красота и здоровье,321,2484,797364
6824,Одежда и обувь,503,3675,1848525
6825,Красота и здоровье,298,2223,662454
6827,Продукты питания,253,1481,374693
6828,Товары для дома,402,4984,2003568
6835,Красота и здоровье,272,2347,638384
6837,Услуги и подписки,73,1633,119209
6838,Товары для дома,179,4701,841479
6839,Одежда и обувь,355,2972,1055060
6840,Красота и здоровье,268,2644,708592
6842,Одежда и обувь,378,3384,1279152
6843,Товары для дома,235,4877,1146095
6844,Одежда и обувь,602,2957,1780114
6846,Красота и здоровье,207,2975,615825
6847,Одежда и обувь,556,3155,1754180
6855,Красота и здоровье,461,3047,1404667
6856,Электроника,148,10158,1503384
6857,Одежда и обувь,776,3752,2911552
6858,Красота и здоровье,663,2755,1826565
6860,Продукты питания,244,1831,446764
6867,Услуги и подписки,341,1200,409200
6868,Красота и здоровье,980,2617,2564660
6873,Услуги и подписки,331,1166,385946
6874,Красота и здоровье,203,2456,498568
6875,Электроника,236,14000,3304000
6876,Электроника,164,12485,2047540
6877,Услуги и подписки,145,1463,212135
6878,Одежда и обувь,492,3959,1947828
6882,Электроника,96,12992,1247232
6883,Хобби и DIY,65,3253,211445
6885,Электроника,290,12281,3561490
6886,Услуги и подписки,80,1682,134560
6892,Товары для дома,539,4807,2590973
6894,Одежда и обувь,738,3538,2611044
6898,Одежда и обувь,1229,3060,3760740
6900,Красота и здоровье,800,2675,2140000
6911,Красота и здоровье,594,2696,1601424
6912,Услуги и подписки,229,1521,348309
6913,Одежда и обувь,384,2689,1032576
6914,Одежда и обувь,575,3816,2194200
6915,Электроника,311,13262,4124482
6916,Одежда и обувь,1530,3577,5472810
6917,Хобби и DIY,92,3188,293296
6919,Продукты питания,641,1881,1205721
6920,Продукты питания,419,2053,860207
6922,Одежда и обувь,553,3712,2052736
6923,Электроника,257,12367,3178319
6924,Услуги и подписки,70,1500,105000
6926,Одежда и обувь,549,3076,1688724
6927,Товары для дома,127,3457,439039
6928,Одежда и обувь,809,3092,2501428
6930,Одежда и обувь,641,2835,1817235
6931,Красота и здоровье,812,2130,1729560
6937,Продукты питания,933,1738,1621554
6940,Услуги и подписки,208,1925,400400
6941,Одежда и обувь,629,2923,1838567
6944,Красота и здоровье,777,2758,2142966
6948,Хобби и DIY,208,2089,434512
6949,Продукты питания,611,1966,1201226
6950,Электроника,447,13830,6182010
6953,Красота и здоровье,728,2251,1638728
6956,Электроника,203,11793,2393979
6958,Товары для дома,459,4348,1995732
6961,Одежда и обувь,905,3601,3258905
6965,Электроника,466,13232,6166112
6969,Продукты питания,445,2081,926045
6971,Услуги и подписки,597,1471,878187
6972,Одежда и обувь,445,2772,1233540
6973,Услуги и подписки,387,1299,502713
6974,Одежда и обувь,915,2842,2600430
6980,Услуги и подписки,440,1344,591360
6982,Красота и здоровье,395,2415,953925
6983,Электроника,184,12065,2219960
6985,Одежда и обувь,833,3335,2778055
6987,Одежда и обувь,747,2632,1966104
6989,Товары для дома,276,5372,1482672
6990,Одежда и обувь,815,3510,2860650
6992,Услуги и подписки,132,1430,188760
6997,Продукты питания,538,1772,953336
6998,Одежда и обувь,219,3182,696858
7001,Электроника,115,12217,1404955
7002,Товары для дома,310,5154,1597740
7005,Электроника,181,12539,2269559
7008,Хобби и DIY,65,2787,181155
7015,Одежда и обувь,197,3428,675316
7016,Электроника,153,11860,1814580
7021,Одежда и обувь,204,2738,558552
7027,Одежда и обувь,259,3956,1024604
7030,Одежда и обувь,397,3647,1447859
7031,Товары для дома,410,5650,2316500
7036,Электроника,96,12019,1153824
7037,Хобби и DIY,49,2807,137543
7038,Хобби и DIY,336,2499,839664
7039,Одежда и обувь,866,3666,3174756
7040,Хобби и DIY,196,3207,628572
7048,Красота и здоровье,314,3072,964608
7049,Одежда и обувь,1707,3414,5827698
7050,Красота и здоровье,382,2829,1080678
7056,Продукты питания,430,2017,867310
7063,Услуги и подписки,263,1525,401075
7064,Одежда и обувь,686,3575,2452450
7065,Одежда и обувь,361,3085,1113685
7066,Хобби и DIY,295,2202,649590
7067,Одежда и обувь,1106,3576,3955056
7071,Красота и здоровье,645,2258,1456410
7072,Услуги и подписки,283,1347,381201
7075,Электроника,221,12122,2678962
7078,Хобби и DIY,77,3187,245399
7083,Хобби и DIY,80,2678,214240
7084,Одежда и обувь,825,3040,2508000
7087,Одежда и обувь,893,2897,2587021
7091,Услуги и подписки,111,1468,162948
7093,Одежда и обувь,266,3312,880992
7094,Электроника,108,11005,1188540
7095,Одежда и обувь,653,3454,2255462
7100,Красота и здоровье,253,2087,528011
7107,Электроника,95,11144,1058680
7109,Товары для дома,210,5701,1197210
7110,Одежда и обувь,450,2923,1315350
7113,Одежда и обувь,890,3344,2976160
7118,Электроника,155,13387,2074985
7120,Одежда и обувь,1206,4141,4994046
7122,Продукты питания,133,2247,298851
7124,Одежда и обувь,694,3664,2542816
7125,Одежда и обувь,1714,2960,5073440
7126,Электроника,167,11325,1891275
7128,Электроника,154,12061,1857394
7129,Электроника,125,16538,2067250
7132,Красота и здоровье,144,2754,396576
7137,Товары для дома,447,4865,2174655
7139,Одежда и обувь,350,3475,1216250
7142,Хобби и DIY,263,3140,825820
7144,Одежда и обувь,670,3150,2110500
7149,Электроника,258,12907,3330006
7152,Одежда и обувь,321,3305,1060905
7153,Красота и здоровье,386,2373,915978
7154,Продукты питания,411,1842,757062
7155,Товары для дома,278,5103,1418634
7156,Одежда и обувь,136,3517,478312
7158,Продукты питания,547,2217,1212699
7161,Одежда и обувь,1844,3143,5795692
7167,Хобби и DIY,79,2774,219146
7168,Товары для дома,421,4194,1765674
7169,Услуги и подписки,255,1485,378675
7176,Электроника,102,10426,1063452
7177,Услуги и подписки,197,1584,312048
7178,Одежда и обувь,1205,4138,4986290
7181,Одежда и обувь,633,3819,2417427
7191,Одежда и обувь,504,3239,1632456
7192,Электроника,76,14288,1085888
7195,Одежда и обувь,731,2792,2040952
7196,Хобби и DIY,290,2840,823600
7198,Одежда и обувь,638,4435,2829530
7199,Электроника,96,13450,1291200
7200,Продукты питания,548,1838,1007224
7201,Услуги и подписки,807,1438,1160466
7202,Продукты питания,376,1961,737336
7204,Одежда и обувь,955,3377,3225035
7206,Одежда и обувь,478,3201,1530078
7210,Услуги и подписки,263,1470,386610
7213,Товары для дома,280,3913,1095640
7214,Хобби и DIY,131,2933,384223
7215,Электроника,140,14429,2020060
7218,Электроника,182,13842,2519244
7219,Электроника,306,12236,3744216
7221,Товары для дома,262,5102,1336724
7223,Одежда и обувь,529,3560,1883240
7225,Красота и здоровье,357,2501,892857
7226,Товары для дома,598,5567,3329066
7227,Услуги и подписки,169,1648,278512
7229,Услуги и подписки,420,1677,704340
7231,Хобби и DIY,254,2801,711454
7232,Одежда и обувь,493,2780,1370540
7233,Электроника,354,9358,3312732
7236,Хобби и DIY,268,2536,679648
7237,Электроника,285,11477,3270945
7241,Услуги и подписки,144,1485,213840
7243,Электроника,134,11000,1474000
7244,Хобби и DIY,111,2323,257853
7245,Одежда и обувь,804,2561,2059044
7247,Красота и здоровье,526,2163,1137738
7252,Одежда и обувь,470,3210,1508700
7253,Красота и здоровье,279,2409,672111
7255,Красота и здоровье,1086,2918,3168948
7259,Красота и здоровье,357,2493,890001
7261,Красота и здоровье,412,2093,862316
7265,Продукты питания,361,1830,660630
7266,Электроника,375,13499,5062125
7267,Электроника,226,9136,2064736
7268,Хобби и DIY,177,3088,546576
7271,Электроника,204,13420,2737680
7277,Хобби и DIY,128,3147,402816
7280,Одежда и обувь,322,3587,1155014
7283,Одежда и обувь,543,3217,1746831
7285,Товары для дома,588,4853,2853564
7288,Товары для дома,214,4605,985470
7292,Одежда и обувь,965,3731,3600415
7296,Продукты питания,331,1718,568658
7298,Услуги и подписки,103,1558,160474
7300,Одежда и обувь,405,3861,1563705
7302,Товары для дома,102,5024,512448
7304,Продукты питания,619,1914,1184766
7306,Услуги и подписки,106,1573,166738
7307,Продукты питания,429,1741,746889
7308,Красота и здоровье,212,1918,406616
7310,Хобби и DIY,114,2375,270750
7313,Услуги и подписки,468,1357,635076
7314,Одежда и обувь,506,3533,1787698
7326,Продукты питания,404,1692,683568
7329,Красота и здоровье,304,2356,716224
7330,Товары для дома,201,5338,1072938
7333,Электроника,116,13390,1553240
7337,Продукты питания,164,2173,356372
7340,Товары для дома,309,4835,1494015
7342,Продукты питания,484,1550,750200
7346,Товары для дома,469,6152,2885288
7348,Товары для дома,312,5255,1639560
7355,Хобби и DIY,125,2508,313500
7356,Хобби и DIY,147,2979,437913
7358,Электроника,247,13096,3234712
7360,Электроника,330,14669,4840770
7362,Услуги и подписки,233,1541,359053
7363,Продукты питания,754,1803,1359462
7365,Продукты питания,394,1962,773028
7366,Хобби и DIY,111,3014,334554
7367,Электроника,127,11581,1470787
7377,Одежда и обувь,462,3421,1580502
7378,Хобби и DIY,159,2309,367131
7379,Одежда и обувь,1017,3596,3657132
7382,Товары для дома,707,4930,3485510
7386,Продукты питания,365,2044,746060
7388,Электроника,84,14344,1204896
7391,Товары для дома,181,4508,815948
7392,Товары для дома,212,5009,1061908
7395,Хобби и DIY,187,2774,518738
7397,Электроника,67,11806,791002
7399,Электроника,322,11268,3628296
7403,Одежда и обувь,330,4023,1327590
7404,Одежда и обувь,640,3229,2066560
7405,Одежда и обувь,505,3227,1629635
7406,Красота и здоровье,222,2521,559662
7408,Электроника,377,13576,5118152
7409,Услуги и подписки,227,1414,320978
7412,Одежда и обувь,320,3081,985920
7417,Хобби и DIY,215,2749,591035
7422,Одежда и обувь,877,3688,3234376
7423,Услуги и подписки,260,1582,411320
7424,Одежда и обувь,598,3146,1881308
7425,Одежда и обувь,917,2954,2708818
7427,Одежда и обувь,482,3005,1448410
7431,Товары для дома,219,5094,1115586
7433,Услуги и подписки,448,1595,714560
7439,Одежда и обувь,498,3203,1595094
7440,Хобби и DIY,105,2523,264915
7443,Услуги и подписки,290,1283,372070
7445,Продукты питания,242,1884,455928
7455,Одежда и обувь,521,3680,1917280
7457,Красота и здоровье,546,2389,1304394
7458,Одежда и обувь,277,3828,1060356
7459,Красота и здоровье,313,2273,711449
7462,Услуги и подписки,403,1357,546871
7463,Продукты питания,397,1864,740008
7464,Товары для дома,538,4991,2685158
7466,Одежда и обувь,558,3298,1840284
7467,Продукты питания,509,1960,997640
7468,Красота и здоровье,686,2670,1831620
7469,Товары для дома,333,5597,1863801
7472,Услуги и подписки,288,1513,435744
7473,Красота и здоровье,253,2496,631488
7475,Одежда и обувь,497,3563,1770811
7477,Электроника,218,10067,2194606
7480,Красота и здоровье,210,2171,455910
7489,Продукты питания,847,2104,1782088
7491,Электроника,639,11970,7648830
7493,Продукты питания,413,1718,709534
7494,Красота и здоровье,125,2736,342000
7498,Хобби и DIY,246,2658,653868
7503,Хобби и DIY,170,3009,511530
7504,Электроника,260,12158,3161080
7505,Продукты питания,403,2190,882570
7506,Красота и здоровье,541,2491,1347631
7507,Товары для дома,169,5445,920205
7508,Электроника,227,12932,2935564
7510,Одежда и обувь,645,3066,1977570
7511,Одежда и обувь,676,3370,2278120
7512,Хобби и DIY,247,2735,675545
7513,Продукты питания,682,1878,1280796
7514,Одежда и обувь,290,3081,893490
7515,Красота и здоровье,497,3047,1514359
7518,Электроника,200,13174,2634800
7520,Одежда и обувь,487,2501,1217987
7523,Одежда и обувь,632,3483,2201256
7526,Хобби и DIY,183,2864,524112
7528,Продукты питания,433,1443,624819
7529,Хобби и DIY,61,2469,150609
7530,Товары для дома,270,5444,1469880
7533,Услуги и подписки,260,1529,397540
7536,Красота и здоровье,387,2651,1025937
7541,Электроника,175,10959,1917825
7544,Электроника,580,11486,6661880
7546,Одежда и обувь,484,2846,1377464
7547,Хобби и DIY,69,2088,144072
7548,Красота и здоровье,303,1802,546006
7549,Одежда и обувь,423,4250,1797750
7551,Продукты питания,460,1734,797640
7552,Товары для дома,195,5066,987870
7553,Красота и здоровье,454,2951,1339754
7555,Услуги и подписки,288,1527,439776
7558,Красота и здоровье,389,2570,999730
7560,Продукты питания,922,1982,1827404
7561,Электроника,187,15945,2981715
7563,Услуги и подписки,139,1510,209890
7568,Одежда и обувь,415,2805,1164075
7571,Электроника,84,11112,933408
7574,Услуги и подписки,210,1329,279090
7575,Электроника,26,12491,324766
7578,Электроника,286,10944,3129984
7585,Одежда и обувь,239,3155,754045
7587,Одежда и обувь,803,3330,2673990
7590,Услуги и подписки,204,1676,341904
7591,Продукты питания,353,1694,597982
7592,Красота и здоровье,783,2782,2178306
7594,Одежда и обувь,455,3495,1590225
7595,Товары для дома,146,5301,773946
7598,Хобби и DIY,121,1924,232804
7601,Хобби и DIY,81,2117,171477
7603,Электроника,287,10435,2994845
7605,Электроника,244,14857,3625108
7606,Хобби и DIY,136,2444,332384
7610,Электроника,275,10982,3020050
7612,Одежда и обувь,750,3347,2510250
7616,Услуги и подписки,249,1869,465381
7618,Красота и здоровье,366,2384,872544
7621,Одежда и обувь,474,3125,1481250
7623,Одежда и обувь,376,3787,1423912
7627,Электроника,44,13155,578820
7631,Товары для дома,213,4892,1041996
7632,Продукты питания,406,1790,726740
7637,Одежда и обувь,249,3514,874986
7640,Одежда и обувь,852,2295,1955340
7642,Продукты питания,360,1959,705240
7646,Хобби и DIY,200,2289,457800
7648,Электроника,207,15020,3109140
7649,Одежда и обувь,503,3821,1921963
7652,Одежда и обувь,390,3706,1445340
7655,Одежда и обувь,361,4203,1517283
7657,Одежда и обувь,210,4478,940380
7659,Электроника,398,12769,5082062
7662,Услуги и подписки,343,1504,515872
7663,Одежда и обувь,313,3688,1154344
7664,Услуги и подписки,390,1608,627120
7665,Услуги и подписки,151,1068,161268
7666,Хобби и DIY,220,2604,572880
7668,Одежда и обувь,675,3024,2041200
7669,Товары для дома,172,5129,882188
7670,Одежда и обувь,223,3574,797002
7671,Одежда и обувь,404,3397,1372388
7673,Товары для дома,260,4475,1163500
7675,Одежда и обувь,225,3169,713025
7680,Одежда и обувь,363,4142,1503546
7682,Продукты питания,828,1344,1112832
7683,Товары для дома,237,6676,1582212
7685,Электроника,759,15642,11872278
7686,Хобби и DIY,200,2641,528200
7689,Красота и здоровье,283,2796,791268
7691,Одежда и обувь,324,3347,1084428
7696,Одежда и обувь,283,3324,940692
7697,Электроника,193,12075,2330475
7698,Одежда и обувь,408,3119,1272552
7699,Хобби и DIY,132,2924,385968
7700,Продукты питания,448,1699,761152
7703,Красота и здоровье,217,2614,567238
7704,Одежда и обувь,855,3229,2760795
7705,Одежда и обувь,621,4192,2603232
7709,Электроника,128,14444,1848832
7713,Хобби и DIY,180,2455,441900
7720,Одежда и обувь,152,3925,596600
7721,Продукты питания,502,1986,996972
7723,Товары для дома,304,5547,1686288
7725,Товары для дома,80,5451,436080
7726,Красота и здоровье,114,2147,244758
7731,Электроника,150,13657,2048550
7733,Хобби и DIY,112,2677,299824
7736,Услуги и подписки,279,1848,515592
7737,Одежда и обувь,553,3016,1667848
7739,Одежда и обувь,1247,3689,4600183
7740,Электроника,147,10918,1604946
7741,Хобби и DIY,222,3401,755022
7743,Услуги и подписки,223,1602,357246
7744,Красота и здоровье,394,2434,958996
7745,Одежда и обувь,428,3987,1706436
7746,Хобби и DIY,77,3271,251867
7748,Услуги и подписки,206,1572,323832
7750,Одежда и обувь,662,3317,2195854
7752,Электроника,95,11001,1045095
7755,Электроника,187,11238,2101506
7756,Услуги и подписки,344,1266,435504
7757,Одежда и обувь,646,3860,2493560
7759,Красота и здоровье,478,2967,1418226
7765,Услуги и подписки,882,1299,1145718
7766,Услуги и подписки,143,1719,245817
7769,Хобби и DIY,129,2594,334626
7775,Услуги и подписки,279,1390,387810
7776,Услуги и подписки,218,1580,344440
7777,Хобби и DIY,303,2667,808101
7780,Товары для дома,493,3817,1881781
7782,Одежда и обувь,1839,3242,5962038
7785,Товары для дома,230,4068,935640
7786,Одежда и обувь,285,2674,762090
7792,Товары для дома,219,4509,987471
7793,Красота и здоровье,187,2562,479094
7797,Электроника,283,10664,3017912
7798,Электроника,271,12858,3484518
7801,Электроника,274,12893,3532682
7805,Одежда и обувь,1697,3677,6239869
7809,Электроника,181,12460,2255260
7812,Продукты питания,287,2060,591220
7813,Красота и здоровье,311,2846,885106
7815,Хобби и DIY,93,2189,203577
7817,Продукты питания,280,2297,643160
7820,Хобби и DIY,161,3095,498295
7823,Продукты питания,536,1829,980344
7824,Товары для дома,158,4321,682718
7826,Электроника,87,14093,1226091
7827,Услуги и подписки,428,1373,587644
7831,Одежда и обувь,332,2958,982056
7834,Товары для дома,271,4688,1270448
7836,Одежда и обувь,1010,3888,3926880
7837,Одежда и обувь,841,3996,3360636
7840,Продукты питания,566,2324,1315384
7842,Электроника,327,12414,4059378
7843,Одежда и обувь,614,3332,2045848
7851,Товары для дома,136,4806,653616
7852,Одежда и обувь,2084,3136,6535424
7853,Электроника,229,11757,2692353
7859,Электроника,233,12127,2825591
7863,Продукты питания,450,2328,1047600
7864,Электроника,70,11479,803530
7866,Хобби и DIY,99,2771,274329
7867,Одежда и обувь,1327,3646,4838242
7869,Услуги и подписки,100,1881,188100
7870,Красота и здоровье,299,2693,805207
7871,Электроника,208,12372,2573376
7874,Красота и здоровье,263,2293,603059
7876,Электроника,547,11427,6250569
7883,Одежда и обувь,231,3395,784245
7885,Одежда и обувь,361,3275,1182275
7887,Хобби и DIY,191,2681,512071
7888,Электроника,224,13692,3067008
7889,Услуги и подписки,306,1382,422892
7890,Одежда и обувь,626,3553,2224178
7893,Одежда и обувь,380,3824,1453120
7900,Хобби и DIY,133,2108,280364
7902,Электроника,101,13071,1320171
7904,Товары для дома,311,5744,1786384
7909,Услуги и подписки,114,1576,179664
7911,Красота и здоровье,151,2405,363155
7912,Электроника,291,13745,3999795
7919,Товары для дома,180,4592,826560
7922,Товары для дома,941,5420,5100220
7927,Хобби и DIY,124,2853,353772
7929,Товары для дома,194,6022,1168268
7932,Одежда и обувь,1113,3358,3737454
7936,Одежда и обувь,924,3582,3309768
7941,Одежда и обувь,485,3262,1582070
7942,Продукты питания,390,1925,750750
7944,Услуги и подписки,504,1347,678888
7945,Красота и здоровье,357,3013,1075641
7948,Услуги и подписки,241,1543,371863
7949,Одежда и обувь,488,3414,1666032
7952,Товары для дома,740,5436,4022640
7954,Одежда и обувь,455,4026,1831830
7957,Продукты питания,345,2418,834210
7959,Одежда и обувь,528,3056,1613568
7960,Красота и здоровье,331,2818,932758
7965,Услуги и подписки,193,1672,322696
7969,Одежда и обувь,1300,3365,4374500
7971,Электроника,147,11821,1737687
7972,Продукты питания,541,2168,1172888
7974,Хобби и DIY,396,2405,952380
7976,Электроника,150,13434,2015100
7979,Одежда и обувь,675,3117,2103975
7985,Продукты питания,210,1911,401310
7987,Услуги и подписки,190,1222,232180
7990,Одежда и обувь,587,2979,1748673
7993,Товары для дома,202,3837,775074
7994,Хобби и DIY,244,3565,869860
7995,Красота и здоровье,244,2152,525088
7997,Красота и здоровье,280,2876,805280
7998,Одежда и обувь,387,3091,1196217
7999,Красота и здоровье,596,1858,1107368
8002,Одежда и обувь,490,3508,1718920
8004,Продукты питания,290,2488,721520
8005,Хобби и DIY,100,2447,244700
8007,Услуги и подписки,161,1832,294952
8008,Одежда и обувь,797,4204,3350588
8009,Одежда и обувь,521,2962,1543202
8010,Продукты питания,2086,1506,3141516
8015,Красота и здоровье,239,2355,562845
8016,Одежда и обувь,232,3845,892040
8017,Электроника,161,9702,1562022
8018,Одежда и обувь,1888,3602,6800576
8019,Электроника,220,12949,2848780
8020,Продукты питания,395,1750,691250
8023,Товары для дома,188,4610,866680
8027,Услуги и подписки,244,1467,357948
8029,Услуги и подписки,563,1516,853508
8033,Одежда и обувь,342,4070,1391940
8035,Одежда и обувь,550,3231,1777050
8036,Одежда и обувь,587,3361,1972907
8037,Красота и здоровье,322,2793,899346
8038,Одежда и обувь,456,2996,1366176
8040,Услуги и подписки,131,1789,234359
8041,Электроника,203,11520,2338560
8042,Одежда и обувь,465,3592,1670280
8046,Одежда и обувь,1065,3292,3505980
8047,Хобби и DIY,146,2701,394346
8050,Услуги и подписки,282,1860,524520
8051,Хобби и DIY,175,2785,487375
8052,Красота и здоровье,416,2382,990912
8053,Электроника,67,11372,761924
8054,Красота и здоровье,380,2994,1137720
8056,Красота и здоровье,126,2739,345114
8061,Услуги и подписки,237,1409,333933
8062,Одежда и обувь,769,3849,2959881
8063,Одежда и обувь,1685,3064,5162840
8064,Красота и здоровье,185,2326,430310
8067,Продукты питания,260,1867,485420
8070,Красота и здоровье,127,2506,318262
8071,Хобби и DIY,107,2130,227910
8072,Товары для дома,882,4596,4053672
8073,Одежда и обувь,225,3628,816300
8074,Красота и здоровье,58,2480,143840
8075,Услуги и подписки,471,1493,703203
8076,Одежда и обувь,866,2982,2582412
8077,Товары для дома,257,5065,1301705
8080,Одежда и обувь,580,3600,2088000
8083,Одежда и обувь,832,3973,3305536
